Date,Open,High,Low,Close,Volume,Adj Close
2016-09-23,786.590027,788.929993,784.150024,786.900024,1409500,786.900024
2016-09-22,780.00,789.849976,778.440002,787.210022,1463600,787.210022
2016-09-21,772.659973,777.159973,768.301025,776.219971,1151400,776.219971
2016-09-20,769.00,773.330017,768.530029,771.409973,975300,771.409973
2016-09-19,772.419983,774.00,764.440979,765.700012,1171100,765.700012
2016-09-16,769.75,769.75,764.659973,768.880005,2046000,768.880005
2016-09-15,762.890015,773.799988,759.960022,771.76001,1305100,771.76001
2016-09-14,759.609985,767.679993,759.109985,762.48999,1087400,762.48999
2016-09-13,764.47998,766.219971,755.799988,759.690002,1379900,759.690002
2016-09-12,755.130005,770.289978,754.00,769.02002,1286800,769.02002
2016-09-09,770.099976,773.244995,759.659973,759.659973,1812200,759.659973
2016-09-08,778.590027,780.349976,773.580017,775.320007,1260600,775.320007
2016-09-07,780.00,782.72998,776.200012,780.349976,893700,780.349976
2016-09-06,773.450012,782.00,771.00,780.080017,1439900,780.080017
2016-09-02,773.01001,773.919983,768.409973,771.460022,1069300,771.460022
2016-09-01,769.25,771.02002,764.299988,768.780029,923900,768.780029
2016-08-31,767.01001,769.090027,765.380005,767.049988,1247400,767.049988
2016-08-30,769.330017,774.466003,766.840027,769.090027,1127100,769.090027
2016-08-29,768.73999,774.98999,766.61499,772.150024,841000,772.150024
2016-08-26,769.00,776.080017,765.849976,769.539978,1163000,769.539978
